index,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
10290,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1971,40.81,
10291,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1972,41.316,
10292,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1973,40.22,
10293,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1974,43.462,
10294,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1975,46.887,
10295,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1976,48.825,
10296,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1977,54.562,
10297,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1978,66.351,
10298,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1979,69.923,
10299,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1980,91.228,
10300,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1981,88.206,
10301,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1982,93.623,
10302,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1983,107.624,
10303,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1984,126.432,
10304,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1985,142.274,
10305,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1986,151.937,
10306,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1987,168.34,
10307,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1988,184.072,
10308,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1989,182.567,
10309,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1990,201.501,
10310,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1991,220.949,
10311,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1992,235.876,
10312,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1993,250.144,
10313,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1994,264.872,
10314,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1995,292.404,
10315,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1996,313.81,
10316,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1997,327.013,
10317,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1998,346.908,
10318,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,1999,367.341,
10319,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,2000,411.243,
10320,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,2001,459.958,
10321,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,2002,508.173,
10322,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,2003,547.609,
10323,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,2004,591.344,
10324,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,2005,653.697,
10325,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,2006,710.132,
10326,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,2007,702.523,
10327,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,2008,753.375,
10328,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,2009,886.031,
10329,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,2010,964.614,
10330,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,2011,1163.541,
10331,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,2012,1221.286,
10332,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,2013,1239.694,
10333,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,2014,1232.247,
10334,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,2015,1201.43,
10335,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,2016,1252.393,
10336,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,2017,1290.755,
10337,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,2018,1282.424,
10338,IRL,HEALTHEXP,VOLUNTARY,USD_CAP,A,2019,1356.981,P
10339,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,1988,5.389,
10340,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,1989,5.311,
10341,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,1990,5.685,
10342,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,1991,5.864,
10343,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,1992,5.735,
10344,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,1993,5.55,
10345,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,1994,5.276,
10346,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,1995,4.88,B
10347,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,1996,4.952,
10348,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,1997,5.135,
10349,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,1998,5.117,
10350,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,1999,5.191,
10351,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,2000,5.496,
10352,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,2001,5.774,
10353,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,2002,5.897,
10354,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,2003,5.901,
10355,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,2004,6.226,
10356,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,2005,6.462,
10357,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,2006,6.56,
10358,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,2007,6.305,
10359,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,2008,6.628,
10360,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,2009,7.01,
10361,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,2010,6.995,
10362,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,2011,6.757,
10363,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,2012,6.665,B
10364,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,2013,6.648,
10365,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,2014,6.689,
10366,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,2015,6.593,
10367,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,2016,6.492,
10368,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,2017,6.399,
10369,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,2018,6.404,
10370,ITA,HEALTHEXP,COMPULSORY,PC_GDP,A,2019,6.422,P
10371,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1970,0.786,
10372,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1971,0.846,
10373,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1972,0.897,
10374,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1973,0.918,
10375,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1974,0.909,
10376,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1975,0.932,
10377,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1976,0.934,
10378,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1977,0.897,
10379,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1978,0.886,
10380,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1979,0.92,
10381,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1980,0.982,
10382,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1981,1.048,
10383,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1982,1.119,
10384,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1983,1.141,
10385,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1984,1.193,
10386,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1985,1.219,
10387,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1986,1.275,
10388,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1987,1.22,
10389,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1988,1.259,
10390,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1989,1.324,
10391,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1990,1.307,
10392,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1991,1.362,
10393,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1992,1.36,
10394,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1993,1.515,
10395,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1994,1.635,
10396,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1995,1.968,B
10397,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1996,1.993,
10398,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1997,2.072,
10399,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1998,2.13,
10400,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,1999,2.124,
10401,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,2000,2.07,
10402,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,2001,1.964,
10403,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,2002,1.97,
10404,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,2003,1.932,
10405,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,2004,1.94,
10406,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,2005,1.877,
10407,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,2006,1.877,
10408,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,2007,1.832,
10409,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,2008,1.905,
10410,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,2009,1.942,
10411,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,2010,1.921,
10412,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,2011,2.017,
10413,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,2012,2.119,B
10414,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,2013,2.127,
10415,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,2014,2.179,
10416,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,2015,2.264,
10417,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,2016,2.234,
10418,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,2017,2.279,
10419,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,2018,2.263,
10420,ITA,HEALTHEXP,VOLUNTARY,PC_GDP,A,2019,2.239,P
10421,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1988,81.062,
10422,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1989,80.045,
10423,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1990,81.308,
10424,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1991,81.148,
10425,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1992,80.831,
10426,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1993,78.561,
10427,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1994,76.337,
10428,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1995,71.264,B
10429,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1996,71.307,
10430,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1997,71.25,
10431,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1998,70.605,
10432,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,1999,70.963,
10433,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2000,72.638,
10434,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2001,74.623,
10435,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2002,74.959,
10436,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2003,75.334,
10437,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2004,76.244,
10438,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2005,77.489,
10439,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2006,77.75,
10440,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2007,77.488,
10441,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2008,77.675,
10442,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2009,78.305,
10443,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2010,78.454,
10444,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2011,77.012,
10445,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2012,75.877,B
10446,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2013,75.759,
10447,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2014,75.425,
10448,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2015,74.435,
10449,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2016,74.401,
10450,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2017,73.735,
10451,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2018,73.888,
10452,ITA,HEALTHEXP,COMPULSORY,PC_HEALTHXP,A,2019,74.146,P
10453,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1988,18.938,
10454,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1989,19.955,
10455,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1990,18.692,
10456,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1991,18.852,
10457,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1992,19.169,
10458,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1993,21.439,
10459,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1994,23.663,
10460,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1995,28.736,B
10461,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1996,28.693,
10462,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1997,28.75,
10463,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1998,29.395,
10464,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,1999,29.037,
10465,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2000,27.362,
10466,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2001,25.377,
10467,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2002,25.041,
10468,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2003,24.666,
10469,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2004,23.756,
10470,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2005,22.511,
10471,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2006,22.25,
10472,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2007,22.512,
10473,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2008,22.325,
10474,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2009,21.695,
10475,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2010,21.546,
10476,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2011,22.988,
10477,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2012,24.123,B
10478,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2013,24.241,
10479,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2014,24.575,
10480,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2015,25.565,
10481,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2016,25.599,
10482,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2017,26.265,
10483,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2018,26.112,
10484,ITA,HEALTHEXP,VOLUNTARY,PC_HEALTHXP,A,2019,25.854,P
10485,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,1988,852.665,
10486,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,1989,897.752,
10487,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,1990,1034.979,
10488,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,1991,1124.914,
10489,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,1992,1133.572,
10490,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,1993,1097.531,
10491,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,1994,1077.708,
10492,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,1995,1042.969,B
10493,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,1996,1089.748,
10494,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,1997,1175.988,
10495,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,1998,1225.552,
10496,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,1999,1278.777,
10497,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,2000,1474.245,
10498,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,2001,1604.84,
10499,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,2002,1718.586,
10500,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,2003,1724.5,
10501,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,2004,1868.734,
10502,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,2005,1940.391,
10503,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,2006,2068.583,
10504,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,2007,2088.011,
10505,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,2008,2277.793,
10506,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,2009,2305.721,
10507,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,2010,2434.501,
10508,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,2011,2386.036,
10509,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,2012,2330.64,B
10510,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,2013,2305.279,
10511,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,2014,2290.549,
10512,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,2015,2299.842,
10513,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,2016,2435.829,
10514,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,2017,2506.412,
10515,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,2018,2574.962,
10516,ITA,HEALTHEXP,COMPULSORY,USD_CAP,A,2019,2705.723,P
10517,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1970,25.605,
10518,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1971,29.764,
10519,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1972,33.574,
10520,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1973,37.959,
10521,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1974,42.884,
10522,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1975,46.819,
10523,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1976,52.487,
10524,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1977,55.524,
10525,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1978,61.105,
10526,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1979,72.773,
10527,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1980,88.758,
10528,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1981,104.708,
10529,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1982,119.028,
10530,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1983,128.271,
10531,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1984,142.732,
10532,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1985,155.322,
10533,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1986,172.662,
10534,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1987,177.255,
10535,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1988,199.198,
10536,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1989,223.813,
10537,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1990,237.929,
10538,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1991,261.344,
10539,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1992,268.826,
10540,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1993,299.505,
10541,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1994,334.064,
10542,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1995,420.57,B
10543,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1996,438.508,
10544,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1997,474.521,
10545,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1998,510.244,
10546,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,1999,523.253,
10547,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,2000,555.329,
10548,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,2001,545.766,
10549,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,2002,574.128,
10550,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,2003,564.65,
10551,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,2004,582.258,
10552,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,2005,563.708,
10553,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,2006,591.958,
10554,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,2007,606.604,
10555,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,2008,654.662,
10556,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,2009,638.813,
10557,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,2010,668.609,
10558,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,2011,712.219,
10559,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,2012,740.97,B
10560,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,2013,737.652,
10561,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,2014,746.31,
10562,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,2015,789.873,
10563,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,2016,838.089,
10564,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,2017,892.787,
10565,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,2018,909.974,
10566,ITA,HEALTHEXP,VOLUNTARY,USD_CAP,A,2019,943.483,P
10567,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1970,3.045,D
10568,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1971,2.941,D
10569,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1972,3.099,D
10570,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1973,3.069,D
10571,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1974,3.629,D
10572,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1975,3.899,D
10573,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1976,4.066,D
10574,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1977,4.039,D
10575,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1978,4.362,D
10576,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1979,4.352,D
10577,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1980,4.454,D
10578,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1981,4.495,D
10579,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1982,4.599,D
10580,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1983,4.766,D
10581,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1984,4.64,D
10582,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1985,4.584,D
10583,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1986,4.645,D
10584,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1987,4.705,D
10585,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1988,4.59,D
10586,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1989,4.518,D
10587,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1990,4.467,D
10588,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1991,4.523,D
10589,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1992,4.708,D
10590,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1993,5.014,D
10591,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1994,5.176,D
10592,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1995,5.136,
10593,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1996,5.006,
10594,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1997,5.17,
10595,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1998,5.299,
10596,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,1999,5.585,
10597,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,2000,5.752,
10598,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,2001,5.958,
10599,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,2002,6.035,
10600,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,2003,6.086,
10601,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,2004,6.147,
10602,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,2005,6.315,
10603,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,2006,6.271,
10604,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,2007,6.411,
10605,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,2008,6.656,
10606,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,2009,7.364,
10607,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,2010,7.502,
10608,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,2011,8.891,B
10609,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,2012,9.057,
10610,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,2013,9.093,
10611,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,2014,9.112,
10612,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,2015,9.153,
10613,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,2016,9.105,
10614,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,2017,9.092,
10615,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,2018,9.211,P
10616,JPN,HEALTHEXP,COMPULSORY,PC_GDP,A,2019,9.316,E
